DAYS_OUT,AGE,GAMES_PLAYED,GAMES_STARTED,MINUTES_PLAYED,HEIGHT,WEIGHT,POSITION,MPG,injuries_last_3,avg_days_out_last_3
23,30.0,68,53.0,2158,75,215.0,Guard,31.735294117647058,5,9.8
69,31.0,36,15.0,1016,75,215.0,Guard,28.22222222222222,7,5.285714285714286
12,32.0,27,13.0,789,75,215.0,Guard,29.22222222222222,11,9.454545454545455
32,33.0,57,46.0,1670,75,215.0,Guard,29.29824561403509,9,11.555555555555555
36,34.0,47,47.0,1418,75,215.0,Guard,30.170212765957448,17,6.647058823529412
201,31.0,1,0.0,11,83,265.0,Center,11.0,0,0.0
15,26.0,37,0.0,391,75,175.0,Guard,10.567567567567568,0,0.0
162,26.0,5,3.0,65,83,235.0,Center,13.0,0,0.0
56,27.0,28,8.0,305,83,235.0,Center,10.892857142857142,6,27.0
34,24.0,61,59.0,1432,84,270.0,Center,23.475409836065573,0,0.0
156,26.0,20,20.0,337,84,270.0,Center,16.85,2,17.0
27,29.0,42,20.0,568,84,270.0,Center,13.523809523809524,3,52.0
33,23.0,3,0.0,2,82,238.0,Forward-Center,0.6666666666666666,0,0.0
97,24.0,8,0.0,48,82,238.0,Forward-Center,6.0,2,16.5
4,26.0,67,3.0,805,82,238.0,Forward-Center,12.014925373134329,8,16.25
18,27.0,75,32.0,2158,73,190.0,Guard,28.773333333333333,0,0.0
54,31.0,15,8.0,401,73,190.0,Guard,26.733333333333334,0,0.0
6,23.0,60,26.0,1654,78,255.0,Forward,27.566666666666666,0,0.0
31,24.0,40,2.0,695,78,255.0,Forward,17.375,2,3.0
11,26.0,65,0.0,748,79,215.0,Guard-Forward,11.507692307692308,0,0.0
22,27.0,67,35.0,1740,79,215.0,Guard-Forward,25.970149253731343,1,11.0
29,32.0,62,26.0,1360,79,215.0,Guard-Forward,21.93548387096774,0,0.0
28,33.0,49,0.0,703,79,215.0,Guard-Forward,14.346938775510203,1,29.0
55,35.0,29,1.0,228,79,215.0,Guard-Forward,7.862068965517241,2,28.5
1,36.0,11,0.0,73,79,215.0,Guard-Forward,6.636363636363637,5,16.6
11,37.0,16,0.0,113,79,215.0,Guard-Forward,7.0625,5,11.2
54,25.0,40,4.0,434,84,245.0,Center,10.85,0,0.0
21,26.0,25,10.0,310,84,245.0,Center,12.4,2,27.0
18,29.0,35,11.0,337,84,245.0,Center,9.628571428571428,2,10.5
3,25.0,17,0.0,74,75,205.0,Guard,4.352941176470588,0,0.0
66,28.0,50,50.0,1740,75,205.0,Guard,34.8,3,1.0
42,29.0,61,61.0,2225,75,205.0,Guard,36.47540983606557,1,66.0
23,35.0,22,5.0,305,75,205.0,Guard,13.863636363636363,0,0.0
24,23.0,64,6.0,1470,80,220.0,Guard-Forward,22.96875,0,0.0
159,25.0,4,4.0,145,80,220.0,Guard-Forward,36.25,2,12.0
21,27.0,68,17.0,1378,80,220.0,Guard-Forward,20.264705882352942,1,159.0
13,29.0,74,30.0,1750,80,220.0,Guard-Forward,23.64864864864865,1,21.0
270,31.0,21,0.0,511,80,220.0,Guard-Forward,24.333333333333332,1,13.0
63,32.0,21,21.0,739,80,220.0,Guard-Forward,35.19047619047619,4,70.75
49,33.0,28,11.0,352,80,220.0,Guard-Forward,12.571428571428571,6,55.5
132,34.0,16,0.0,88,80,220.0,Guard-Forward,5.5,8,47.75
159,23.0,8,0.0,38,73,185.0,Guard,4.75,0,0.0
117,24.0,19,4.0,226,73,185.0,Guard,11.894736842105264,2,79.5
65,24.0,21,12.0,495,83,265.0,Center,23.571428571428573,0,0.0
51,25.0,43,26.0,1038,83,265.0,Center,24.13953488372093,1,65.0
37,29.0,59,56.0,1609,83,265.0,Center,27.271186440677965,0,0.0
5,31.0,76,73.0,1915,83,265.0,Center,25.19736842105263,1,37.0
22,32.0,72,64.0,1755,83,265.0,Center,24.375,3,14.0
41,34.0,55,47.0,1280,83,265.0,Center,23.272727272727273,5,5.4
51,35.0,51,22.0,815,83,265.0,Center,15.980392156862745,9,7.0
38,24.0,43,1.0,410,76,185.0,Guard,9.534883720930232,0,0.0
75,23.0,28,15.0,759,75,218.0,Guard,27.107142857142858,0,0.0
17,24.0,67,19.0,1505,75,218.0,Guard,22.46268656716418,2,37.5
7,25.0,33,2.0,567,75,218.0,Guard,17.181818181818183,3,30.666666666666668
25,26.0,68,67.0,2025,75,218.0,Guard,29.779411764705884,4,24.75
8,29.0,71,10.0,1275,75,218.0,Guard,17.95774647887324,1,25.0
15,31.0,62,5.0,1014,75,218.0,Guard,16.35483870967742,1,8.0
62,24.0,4,0.0,8,80,225.0,Forward,2.0,0,0.0
10,23.0,24,0.0,62,82,230.0,Forward,2.5833333333333335,0,0.0
160,23.0,3,0.0,21,84,244.0,Center,7.0,0,0.0
29,24.0,60,34.0,1505,81,235.0,Forward,25.083333333333332,0,0.0
6,25.0,60,41.0,1655,81,235.0,Forward,27.583333333333332,2,14.5
11,26.0,73,54.0,2012,81,235.0,Forward,27.561643835616437,4,8.75
10,28.0,58,36.0,1319,81,235.0,Forward,22.74137931034483,6,2.8333333333333335
90,31.0,46,40.0,1175,81,235.0,Forward,25.543478260869566,1,10.0
26,32.0,67,7.0,1231,81,235.0,Forward,18.37313432835821,12,7.5
3,33.0,63,8.0,986,81,235.0,Forward,15.65079365079365,15,7.733333333333333
9,34.0,17,1.0,148,81,235.0,Forward,8.705882352941176,17,7.0
11,37.0,46,23.0,410,83,245.0,Center,8.91304347826087,0,0.0
79,23.0,13,0.0,81,82,268.0,Forward-Center,6.230769230769231,0,0.0
72,27.0,47,10.0,976,82,260.0,Center,20.76595744680851,0,0.0
5,28.0,71,9.0,1121,82,260.0,Center,15.788732394366198,1,72.0
28,29.0,65,32.0,1246,82,260.0,Center,19.16923076923077,2,38.5
6,31.0,26,7.0,306,82,260.0,Center,11.76923076923077,2,16.5
66,33.0,13,0.0,82,82,260.0,Center,6.3076923076923075,2,3.0
38,25.0,4,0.0,18,78,235.0,Forward,4.5,0,0.0
21,26.0,23,2.0,272,78,235.0,Forward,11.826086956521738,3,12.666666666666666
69,25.0,31,5.0,373,83,250.0,Center,12.03225806451613,0,0.0
83,27.0,31,6.0,299,83,250.0,Center,9.64516129032258,2,34.5
101,28.0,17,3.0,135,83,250.0,Center,7.9411764705882355,5,30.4
44,22.0,58,32.0,1661,78,205.0,Guard-Forward,28.637931034482758,0,0.0
5,23.0,79,71.0,2566,78,205.0,Guard-Forward,32.48101265822785,2,22.0
13,24.0,68,66.0,2234,78,205.0,Guard-Forward,32.85294117647059,3,16.333333333333332
17,25.0,57,57.0,1837,78,205.0,Guard-Forward,32.228070175438596,5,12.4
147,27.0,66,66.0,2076,78,205.0,Guard-Forward,31.454545454545453,3,10.0
177,28.0,26,26.0,787,78,205.0,Guard-Forward,30.26923076923077,2,82.0
2,29.0,80,80.0,2358,78,205.0,Guard-Forward,29.475,19,17.05263157894737
2,30.0,27,7.0,459,78,205.0,Guard-Forward,17.0,20,16.3
31,21.0,69,69.0,2331,83,215.0,Center,33.78260869565217,0,0.0
6,25.0,54,54.0,1886,78,220.0,Guard-Forward,34.925925925925924,0,0.0
2,27.0,81,12.0,2271,78,220.0,Guard-Forward,28.037037037037038,3,2.0
38,28.0,65,12.0,1659,78,220.0,Guard-Forward,25.523076923076925,4,2.0
5,29.0,79,40.0,2034,78,220.0,Guard-Forward,25.746835443037973,3,13.333333333333334
13,30.0,73,2.0,1606,78,220.0,Guard-Forward,22.0,5,9.0
85,31.0,19,0.0,251,78,220.0,Guard-Forward,13.210526315789474,6,9.333333333333334
141,23.0,6,0.0,36,84,255.0,Center,6.0,0,0.0
11,31.0,59,0.0,490,82,245.0,Center,8.305084745762711,0,0.0
1,32.0,79,33.0,1365,82,245.0,Center,17.27848101265823,1,11.0
28,34.0,54,11.0,677,82,245.0,Center,12.537037037037036,2,6.0
3,35.0,57,20.0,650,82,245.0,Center,11.403508771929825,4,7.25
12,30.0,65,19.0,1425,70,195.0,Guard,21.923076923076923,0,0.0
2,31.0,65,4.0,1184,70,195.0,Guard,18.215384615384615,2,6.0
18,27.0,67,0.0,581,77,195.0,Guard-Forward,8.671641791044776,0,0.0
264,27.0,34,34.0,905,84,290.0,Center,26.61764705882353,0,0.0
19,28.0,71,70.0,1267,84,290.0,Center,17.845070422535212,1,264.0
76,32.0,26,0.0,149,84,290.0,Center,5.730769230769231,0,0.0
89,33.0,18,0.0,113,84,290.0,Center,6.277777777777778,2,38.0
34,25.0,46,7.0,504,83,265.0,Center,10.956521739130435,0,0.0
67,26.0,46,13.0,770,83,265.0,Center,16.73913043478261,1,34.0
123,23.0,12,0.0,42,75,200.0,Guard,3.5,0,0.0
36,25.0,49,6.0,880,75,200.0,Guard,17.959183673469386,3,41.0
18,26.0,48,2.0,1085,75,200.0,Guard,22.604166666666668,4,39.75
39,30.0,46,1.0,993,75,200.0,Guard,21.58695652173913,0,0.0
14,28.0,55,0.0,1753,73,172.0,Guard,31.87272727272727,0,0.0
49,33.0,34,0.0,378,73,172.0,Guard,11.117647058823529,0,0.0
9,28.0,62,14.0,878,84,240.0,Center-Forward,14.161290322580646,0,0.0
6,30.0,72,54.0,1579,84,240.0,Center-Forward,21.930555555555557,1,9.0
23,31.0,70,41.0,1332,84,240.0,Center-Forward,19.02857142857143,2,7.5
48,32.0,41,3.0,534,84,240.0,Center-Forward,13.024390243902438,3,9.666666666666666
12,33.0,59,23.0,977,84,240.0,Center-Forward,16.559322033898304,12,6.416666666666667
246,34.0,11,0.0,62,84,240.0,Center-Forward,5.636363636363637,12,6.916666666666667
17,35.0,62,1.0,610,84,240.0,Center-Forward,9.838709677419354,19,16.105263157894736
18,24.0,67,11.0,1301,79,215.0,Guard-Forward,19.417910447761194,0,0.0
10,26.0,79,20.0,2096,79,215.0,Guard-Forward,26.531645569620252,1,18.0
30,27.0,65,36.0,1975,79,215.0,Guard-Forward,30.384615384615383,2,14.0
114,28.0,25,4.0,575,79,215.0,Guard-Forward,23.0,2,20.0
40,29.0,58,34.0,1386,79,215.0,Guard-Forward,23.896551724137932,4,38.5
2,30.0,49,3.0,798,79,215.0,Guard-Forward,16.285714285714285,5,36.8
6,32.0,55,4.0,1083,79,215.0,Guard-Forward,19.69090909090909,3,14.0
10,33.0,66,64.0,2075,81,240.0,Forward,31.439393939393938,0,0.0
3,36.0,63,8.0,986,81,240.0,Forward,15.65079365079365,1,10.0
79,37.0,17,2.0,256,81,240.0,Forward,15.058823529411764,1,3.0
13,21.0,61,16.0,1169,75,205.0,Guard,19.16393442622951,0,0.0
28,23.0,40,6.0,738,75,205.0,Guard,18.45,3,4.333333333333333
40,24.0,53,7.0,1164,75,205.0,Guard,21.962264150943398,6,6.833333333333333
3,24.0,75,16.0,1954,84,240.0,Forward-Center,26.053333333333335,0,0.0
2,25.0,79,4.0,1835,84,240.0,Forward-Center,23.227848101265824,1,3.0
212,27.0,39,13.0,777,84,240.0,Forward-Center,19.923076923076923,2,2.5
11,28.0,47,13.0,715,84,240.0,Forward-Center,15.212765957446809,2,107.0
141,29.0,9,0.0,181,84,240.0,Forward-Center,20.11111111111111,3,74.33333333333333
3,30.0,26,0.0,176,84,240.0,Forward-Center,6.769230769230769,4,91.0
51,24.0,52,2.0,984,71,190.0,Guard,18.923076923076923,0,0.0
52,26.0,9,0.0,118,71,190.0,Guard,13.11111111111111,1,51.0
3,27.0,4,1.0,79,71,190.0,Guard,19.75,4,25.75
10,19.0,78,9.0,1706,76,200.0,Guard,21.871794871794872,0,0.0
59,20.0,43,16.0,904,76,200.0,Guard,21.023255813953487,2,5.0
11,21.0,57,26.0,1187,76,200.0,Guard,20.82456140350877,4,17.25
33,22.0,33,4.0,322,76,200.0,Guard,9.757575757575758,7,11.428571428571429
32,23.0,58,5.0,685,76,200.0,Guard,11.810344827586206,7,14.714285714285714
23,24.0,47,5.0,608,76,200.0,Guard,12.936170212765957,10,7.6
81,23.0,21,0.0,167,75,212.0,Guard,7.9523809523809526,0,0.0
21,24.0,56,3.0,711,75,212.0,Guard,12.696428571428571,1,81.0
114,25.0,9,0.0,71,75,212.0,Guard,7.888888888888889,2,51.0
150,24.0,6,0.0,20,73,185.0,Guard,3.3333333333333335,0,0.0
124,28.0,8,0.0,122,73,170.0,Guard,15.25,0,0.0
21,29.0,16,11.0,414,73,170.0,Guard,25.875,1,124.0
1,20.0,79,79.0,2429,82,220.0,Forward,30.746835443037973,0,0.0
20,35.0,71,1.0,1129,75,182.0,Guard,15.901408450704226,0,0.0
112,23.0,15,1.0,85,77,210.0,Guard,5.666666666666667,0,0.0
10,24.0,47,0.0,572,77,210.0,Guard,12.170212765957446,2,56.0
23,26.0,12,0.0,87,77,210.0,Guard,7.25,3,40.666666666666664
80,27.0,31,11.0,845,77,210.0,Guard,27.258064516129032,2,16.5
26,30.0,63,0.0,784,77,210.0,Guard,12.444444444444445,2,40.0
42,24.0,19,1.0,115,74,225.0,Guard,6.052631578947368,0,0.0
7,27.0,68,2.0,1837,74,225.0,Guard,27.014705882352942,2,21.0
69,28.0,39,9.0,870,74,225.0,Guard,22.307692307692307,2,3.5
5,29.0,70,26.0,1757,74,225.0,Guard,25.1,8,9.5
78,35.0,33,1.0,317,82,218.0,Forward,9.606060606060606,0,0.0
31,36.0,12,0.0,40,82,218.0,Forward,3.3333333333333335,1,78.0
18,24.0,76,0.0,1520,72,197.0,Guard,20.0,0,0.0
46,25.0,64,28.0,1760,72,197.0,Guard,27.5,5,3.6
161,26.0,54,54.0,1928,72,197.0,Guard,35.7037037037037,8,8.0
31,27.0,52,52.0,1899,72,197.0,Guard,36.51923076923077,12,18.75
45,28.0,65,65.0,2462,72,197.0,Guard,37.87692307692308,13,18.307692307692307
18,29.0,69,69.0,2535,72,197.0,Guard,36.73913043478261,19,12.473684210526315
150,29.0,8,0.0,40,76,190.0,Guard,5.0,0,0.0
120,20.0,14,0.0,80,79,202.0,Guard-Forward,5.714285714285714,0,0.0
51,21.0,48,7.0,679,79,202.0,Guard-Forward,14.145833333333334,4,30.0
2,22.0,72,12.0,1559,79,202.0,Guard-Forward,21.65277777777778,6,28.5
30,23.0,55,11.0,1062,79,202.0,Guard-Forward,19.30909090909091,7,24.714285714285715
13,24.0,67,19.0,1414,79,202.0,Guard-Forward,21.104477611940297,6,13.833333333333334
3,25.0,37,0.0,353,79,202.0,Guard-Forward,9.54054054054054,6,7.5
92,22.0,15,0.0,95,76,170.0,Guard,6.333333333333333,0,0.0
5,23.0,47,0.0,366,76,170.0,Guard,7.787234042553192,8,11.5
30,24.0,9,0.0,83,74,200.0,Guard,9.222222222222221,0,0.0
38,25.0,50,7.0,655,74,200.0,Guard,13.1,5,6.0
21,26.0,68,27.0,1589,74,200.0,Guard,23.36764705882353,11,6.181818181818182
17,26.0,10,0.0,212,78,231.0,Forward,21.2,0,0.0
48,26.0,31,1.0,292,75,191.0,Guard,9.419354838709678,0,0.0
22,22.0,1,0.0,2,81,234.0,Forward,2.0,0,0.0
50,24.0,21,0.0,101,83,305.0,Center,4.809523809523809,0,0.0
4,24.0,9,0.0,118,77,195.0,Guard-Forward,13.11111111111111,0,0.0
20,25.0,3,0.0,21,77,195.0,Guard-Forward,7.0,4,1.0
15,29.0,52,18.0,736,77,195.0,Guard-Forward,14.153846153846153,0,0.0
29,31.0,65,20.0,1728,77,195.0,Guard-Forward,26.584615384615386,1,15.0
1,32.0,65,35.0,1615,77,195.0,Guard-Forward,24.846153846153847,2,22.0
42,33.0,49,49.0,1530,77,195.0,Guard-Forward,31.224489795918366,2,15.0
156,34.0,62,35.0,1730,77,195.0,Guard-Forward,27.903225806451612,5,14.4
25,35.0,56,25.0,1528,77,195.0,Guard-Forward,27.285714285714285,8,24.875
5,36.0,59,16.0,1098,77,195.0,Guard-Forward,18.610169491525422,9,24.77777777777778
24,23.0,18,0.0,227,78,215.0,Guard,12.61111111111111,0,0.0
34,25.0,65,33.0,1712,78,215.0,Guard,26.338461538461537,1,24.0
2,27.0,48,2.0,713,79,220.0,Forward,14.854166666666666,0,0.0
22,20.0,55,6.0,719,76,210.0,Guard,13.072727272727272,0,0.0
8,21.0,76,76.0,2439,76,210.0,Guard,32.0921052631579,2,11.0
40,22.0,57,56.0,1782,76,210.0,Guard,31.263157894736842,3,10.0
8,23.0,67,65.0,2305,76,210.0,Guard,34.40298507462686,8,8.75
55,24.0,57,48.0,1639,76,210.0,Guard,28.75438596491228,8,7.0
11,25.0,56,55.0,1780,76,210.0,Guard,31.785714285714285,11,9.363636363636363
291,26.0,19,19.0,581,76,210.0,Guard,30.57894736842105,8,9.25
4,27.0,61,30.0,1730,76,210.0,Guard,28.360655737704917,18,19.833333333333332
57,28.0,48,42.0,1184,76,210.0,Guard,24.666666666666668,15,20.4
7,27.0,56,7.0,1206,76,210.0,Guard,21.535714285714285,0,0.0
14,28.0,68,17.0,1484,76,210.0,Guard,21.823529411764707,1,7.0
60,30.0,43,0.0,931,76,210.0,Guard,21.651162790697676,3,7.0
28,31.0,40,2.0,807,76,210.0,Guard,20.175,11,6.7272727272727275
132,25.0,12,6.0,106,74,195.0,Guard,8.833333333333334,0,0.0
52,29.0,71,16.0,1248,74,195.0,Guard,17.577464788732396,0,0.0
270,30.0,15,1.0,255,74,195.0,Guard,17.0,4,13.0
99,23.0,41,13.0,1005,80,250.0,Forward,24.51219512195122,0,0.0
113,25.0,11,11.0,301,80,250.0,Forward,27.363636363636363,6,16.5
150,26.0,33,4.0,319,80,250.0,Forward,9.666666666666666,8,26.5
20,27.0,64,10.0,1141,80,250.0,Forward,17.828125,4,65.75
97,20.0,15,1.0,111,77,204.0,Guard,7.4,0,0.0
13,21.0,61,8.0,1332,77,204.0,Guard,21.83606557377049,15,6.466666666666667
51,22.0,41,23.0,1262,77,204.0,Guard,30.78048780487805,16,6.875
31,23.0,70,69.0,2448,77,204.0,Guard,34.97142857142857,25,6.44
29,24.0,66,44.0,2118,77,204.0,Guard,32.09090909090909,14,6.785714285714286
326,25.0,1,0.0,7,84,262.0,Forward-Center,7.0,0,0.0
39,28.0,63,39.0,1822,79,215.0,Forward,28.92063492063492,0,0.0
6,24.0,78,43.0,2276,76,188.0,Guard,29.17948717948718,0,0.0
3,25.0,76,5.0,2148,76,188.0,Guard,28.263157894736842,1,6.0
2,27.0,76,76.0,2620,76,188.0,Guard,34.473684210526315,2,4.5
68,29.0,43,36.0,1267,76,188.0,Guard,29.46511627906977,1,2.0
31,31.0,49,49.0,1544,76,188.0,Guard,31.510204081632654,2,34.0
54,32.0,43,36.0,1143,76,188.0,Guard,26.58139534883721,6,16.5
96,33.0,13,13.0,344,76,188.0,Guard,26.46153846153846,16,5.3125
31,34.0,59,2.0,1271,76,188.0,Guard,21.54237288135593,25,7.24
255,35.0,14,14.0,369,76,188.0,Guard,26.357142857142858,26,6.961538461538462
88,36.0,54,17.0,1253,76,188.0,Guard,23.203703703703702,20,19.1
42,24.0,56,15.0,953,80,235.0,Forward,17.017857142857142,0,0.0
87,26.0,41,27.0,1057,80,235.0,Forward,25.78048780487805,1,42.0
11,28.0,43,43.0,1315,80,235.0,Forward,30.58139534883721,1,87.0
14,29.0,75,75.0,2416,80,235.0,Forward,32.21333333333333,2,49.0
78,31.0,45,18.0,893,80,235.0,Forward,19.844444444444445,2,12.5
27,30.0,41,25.0,1211,80,230.0,Forward,29.536585365853657,0,0.0
147,24.0,6,0.0,42,84,250.0,Center,7.0,0,0.0
53,24.0,23,0.0,93,78,230.0,Forward,4.043478260869565,0,0.0
21,25.0,9,0.0,32,78,230.0,Forward,3.5555555555555554,6,8.833333333333334
17,29.0,76,7.0,1736,78,230.0,Forward,22.842105263157894,0,0.0
6,30.0,78,1.0,1512,78,230.0,Forward,19.384615384615383,2,8.5
79,19.0,22,0.0,355,85,240.0,Center,16.136363636363637,0,0.0
135,20.0,16,0.0,118,85,240.0,Center,7.375,3,26.333333333333332
11,23.0,33,0.0,236,76,210.0,Guard,7.151515151515151,0,0.0
132,28.0,10,0.0,56,77,221.0,Forward,5.6,0,0.0
12,22.0,70,68.0,2146,79,220.0,Forward,30.65714285714286,0,0.0
27,23.0,55,52.0,1895,79,220.0,Forward,34.45454545454545,1,12.0
18,24.0,72,71.0,2640,79,220.0,Forward,36.666666666666664,4,9.75
18,25.0,62,59.0,2376,79,220.0,Forward,38.32258064516129,5,11.4
20,26.0,71,71.0,2669,79,220.0,Forward,37.59154929577465,5,12.6
2,27.0,76,76.0,3119,79,220.0,Forward,41.03947368421053,3,18.666666666666668
69,28.0,48,48.0,1872,79,220.0,Forward,39.0,3,13.333333333333334
22,30.0,69,68.0,2076,79,220.0,Forward,30.08695652173913,7,10.142857142857142
115,32.0,28,14.0,738,78,185.0,Guard,26.357142857142858,0,0.0
75,35.0,3,0.0,28,78,185.0,Guard,9.333333333333334,1,115.0
13,24.0,73,58.0,1720,91,303.0,Center,23.561643835616437,0,0.0
11,26.0,73,69.0,1842,91,303.0,Center,25.232876712328768,1,13.0
37,29.0,30,2.0,267,91,303.0,Center,8.9,1,11.0
15,23.0,75,75.0,2756,83,243.0,Forward,36.74666666666667,0,0.0
9,24.0,72,72.0,2358,83,243.0,Forward,32.75,4,3.75
153,25.0,63,63.0,1917,83,243.0,Forward,30.428571428571427,8,3.0
19,26.0,61,61.0,2013,83,243.0,Forward,33.0,12,14.75
39,27.0,67,67.0,2204,83,243.0,Forward,32.8955223880597,13,13.923076923076923
43,28.0,63,63.0,2024,83,243.0,Forward,32.12698412698413,20,10.55
90,27.0,3,0.0,17,80,215.0,Forward,5.666666666666667,0,0.0
55,20.0,47,30.0,1155,76,215.0,Guard,24.574468085106382,0,0.0
58,22.0,55,52.0,2065,76,215.0,Guard,37.54545454545455,1,55.0
3,24.0,80,80.0,3384,76,215.0,Guard,42.3,3,19.333333333333332
103,26.0,13,8.0,425,76,215.0,Guard,32.69230769230769,1,3.0
150,27.0,2,2.0,63,76,215.0,Guard,31.5,2,53.0
24,29.0,21,14.0,726,76,215.0,Guard,34.57142857142857,2,126.5
3,30.0,17,0.0,211,76,215.0,Guard,12.411764705882353,4,43.5
4,23.0,76,16.0,1637,81,289.0,Forward-Center,21.539473684210527,0,0.0
62,24.0,54,1.0,933,81,289.0,Forward-Center,17.27777777777778,1,4.0
3,26.0,61,13.0,1427,81,289.0,Forward-Center,23.39344262295082,3,22.0
16,27.0,34,33.0,1064,81,289.0,Forward-Center,31.294117647058822,3,21.666666666666668
75,28.0,45,43.0,1354,81,289.0,Forward-Center,30.08888888888889,2,9.5
11,29.0,74,0.0,904,81,289.0,Forward-Center,12.216216216216216,5,18.8
51,21.0,25,0.0,108,78,222.0,Forward,4.32,0,0.0
1,22.0,45,4.0,508,78,222.0,Forward,11.28888888888889,6,8.5
128,24.0,23,1.0,338,78,222.0,Forward,14.695652173913043,7,7.428571428571429
6,26.0,48,48.0,1517,78,222.0,Forward,31.604166666666668,1,128.0
12,27.0,23,2.0,369,78,222.0,Forward,16.043478260869566,4,33.5
76,22.0,20,0.0,146,72,169.0,Guard,7.3,0,0.0
9,20.0,54,2.0,471,83,250.0,Center-Forward,8.722222222222221,0,0.0
36,21.0,45,3.0,561,83,250.0,Center-Forward,12.466666666666667,2,4.5
19,22.0,50,16.0,729,83,250.0,Center-Forward,14.58,4,11.25
54,25.0,48,2.0,856,76,190.0,Guard,17.833333333333332,0,0.0
1,27.0,77,77.0,2581,76,190.0,Guard,33.51948051948052,6,9.0
9,29.0,52,52.0,1735,76,190.0,Guard,33.36538461538461,1,1.0
19,30.0,72,72.0,2363,76,190.0,Guard,32.81944444444444,4,2.5
5,32.0,75,75.0,2378,76,190.0,Guard,31.706666666666667,5,5.6
94,33.0,36,22.0,991,76,190.0,Guard,27.52777777777778,4,6.0
17,34.0,59,3.0,1663,76,190.0,Guard,28.1864406779661,5,19.8
14,35.0,50,11.0,1337,76,190.0,Guard,26.74,6,19.333333333333332
36,36.0,5,2.0,90,76,190.0,Guard,18.0,8,15.625
111,37.0,51,0.0,787,76,190.0,Guard,15.431372549019608,11,6.090909090909091
27,27.0,48,25.0,1435,78,220.0,Guard,29.895833333333332,0,0.0
12,29.0,37,36.0,956,78,220.0,Guard,25.83783783783784,3,9.0
26,30.0,61,6.0,1188,78,220.0,Guard,19.475409836065573,7,5.571428571428571
4,21.0,72,17.0,1218,79,225.0,Forward,16.916666666666668,0,0.0
8,24.0,77,77.0,2800,79,225.0,Forward,36.36363636363637,2,2.0
4,25.0,76,76.0,2618,79,225.0,Forward,34.44736842105263,1,8.0
12,27.0,73,73.0,2516,79,225.0,Forward,34.465753424657535,2,6.0
20,29.0,72,18.0,1863,79,225.0,Forward,25.875,1,12.0
41,30.0,52,52.0,1740,79,225.0,Forward,33.46153846153846,7,4.571428571428571
45,31.0,44,44.0,1496,79,225.0,Forward,34.0,10,6.1
61,32.0,49,48.0,1564,79,225.0,Forward,31.918367346938776,11,9.636363636363637
51,33.0,50,50.0,1577,79,225.0,Forward,31.54,7,21.0
2,24.0,60,15.0,818,82,248.0,Center,13.633333333333333,0,0.0
39,31.0,22,1.0,371,82,248.0,Center,16.863636363636363,0,0.0
15,32.0,44,3.0,371,82,248.0,Center,8.431818181818182,9,4.333333333333333
2,27.0,74,74.0,2776,80,225.0,Forward,37.513513513513516,0,0.0
244,28.0,4,4.0,133,80,225.0,Forward,33.25,1,2.0
206,29.0,14,14.0,514,80,225.0,Forward,36.714285714285715,3,82.0
73,33.0,21,17.0,613,80,225.0,Forward,29.19047619047619,0,0.0
34,34.0,65,64.0,2009,80,225.0,Forward,30.907692307692308,6,12.166666666666666
2,35.0,70,68.0,2222,80,225.0,Forward,31.742857142857144,10,10.7
3,38.0,80,80.0,2409,80,225.0,Forward,30.1125,1,2.0
75,40.0,29,0.0,437,80,225.0,Forward,15.068965517241379,1,3.0
177,21.0,5,0.0,25,82,232.0,Forward,5.0,0,0.0
28,31.0,65,24.0,1170,81,240.0,Forward,18.0,0,0.0
60,32.0,40,17.0,739,81,240.0,Forward,18.475,1,28.0
56,34.0,42,1.0,920,81,240.0,Forward,21.904761904761905,2,44.0
20,35.0,66,27.0,1507,81,240.0,Forward,22.833333333333332,2,58.0
6,22.0,63,9.0,1138,79,236.0,Forward,18.063492063492063,0,0.0
10,23.0,77,21.0,1875,79,236.0,Forward,24.350649350649352,1,6.0
213,24.0,38,0.0,718,75,198.0,Guard,18.894736842105264,0,0.0
25,25.0,50,38.0,1260,75,198.0,Guard,25.2,3,71.0
31,26.0,66,61.0,1805,75,198.0,Guard,27.348484848484848,7,34.0
27,27.0,72,70.0,1972,75,198.0,Guard,27.38888888888889,13,20.692307692307693
23,29.0,65,44.0,1860,73,180.0,Guard,28.615384615384617,0,0.0
11,33.0,58,0.0,856,73,180.0,Guard,14.758620689655173,0,0.0
75,34.0,36,35.0,960,73,180.0,Guard,26.666666666666668,1,11.0
4,20.0,48,6.0,640,79,206.0,Forward,13.333333333333334,0,0.0
63,24.0,37,9.0,820,76,210.0,Guard,22.16216216216216,0,0.0
62,25.0,44,16.0,885,76,210.0,Guard,20.113636363636363,2,31.5
29,27.0,53,3.0,699,76,210.0,Guard,13.18867924528302,5,25.0
3,29.0,73,27.0,1758,76,210.0,Guard,24.08219178082192,1,29.0
3,30.0,76,11.0,1372,76,210.0,Guard,18.05263157894737,2,16.0
22,31.0,31,4.0,520,76,210.0,Guard,16.774193548387096,2,3.0
22,33.0,40,3.0,387,85,265.0,Center,9.675,0,0.0
188,33.0,6,0.0,25,83,250.0,Center,4.166666666666667,0,0.0
45,26.0,28,0.0,193,76,174.0,Guard,6.892857142857143,0,0.0
20,27.0,6,0.0,56,76,174.0,Guard,9.333333333333334,3,15.0
26,28.0,14,0.0,151,67,140.0,Guard,10.785714285714286,0,0.0
