DAYS_OUT,AGE,GAMES_PLAYED,GAMES_STARTED,MINUTES_PLAYED,HEIGHT,WEIGHT,POSITION,MPG,injuries_last_3,avg_days_out_last_3
5,24.0,80,18.0,2613,75,194.0,Guard,32.6625,2,13.5
79,27.0,44,5.0,786,75,194.0,Guard,17.863636363636363,1,5.0
26,28.0,58,0.0,1395,75,194.0,Guard,24.051724137931036,3,26.333333333333332
18,29.0,42,0.0,946,75,194.0,Guard,22.523809523809526,5,21.0
12,33.0,68,0.0,1079,75,194.0,Guard,15.867647058823529,0,0.0
17,21.0,35,2.0,241,78,200.0,Forward,6.885714285714286,0,0.0
14,22.0,14,0.0,68,78,200.0,Forward,4.857142857142857,2,8.5
9,28.0,54,6.0,898,77,231.0,Guard,16.62962962962963,0,0.0
10,29.0,55,26.0,1238,77,231.0,Guard,22.509090909090908,1,9.0
70,29.0,9,0.0,126,73,172.0,Guard,14.0,0,0.0
144,26.0,42,0.0,469,81,241.0,Forward,11.166666666666666,0,0.0
14,31.0,22,0.0,237,81,241.0,Forward,10.772727272727273,0,0.0
1,23.0,63,2.0,720,80,240.0,Forward,11.428571428571429,0,0.0
2,24.0,56,5.0,809,80,240.0,Forward,14.446428571428571,1,1.0
11,25.0,70,7.0,1227,80,240.0,Forward,17.52857142857143,2,1.5
139,26.0,20,2.0,236,80,240.0,Forward,11.8,3,4.666666666666667
126,27.0,14,3.0,187,80,240.0,Forward,13.357142857142858,4,38.0
80,23.0,1,0.0,4,82,235.0,Forward,4.0,0,0.0
132,25.0,16,0.0,70,75,190.0,Guard,4.375,0,0.0
8,26.0,11,0.0,73,75,190.0,Guard,6.636363636363637,15,8.8
7,21.0,61,2.0,519,80,234.0,Forward,8.508196721311476,0,0.0
67,26.0,39,23.0,1032,80,234.0,Forward,26.46153846153846,0,0.0
29,27.0,49,3.0,1057,80,234.0,Forward,21.571428571428573,2,33.5
30,28.0,20,3.0,376,80,234.0,Forward,18.8,5,19.2
11,24.0,19,0.0,199,73,189.0,Guard,10.473684210526315,0,0.0
63,24.0,42,26.0,944,74,195.0,Guard,22.476190476190474,0,0.0
27,27.0,71,67.0,2505,74,195.0,Guard,35.28169014084507,1,63.0
12,33.0,33,8.0,659,74,195.0,Guard,19.96969696969697,0,0.0
2,35.0,30,1.0,353,74,195.0,Guard,11.766666666666667,1,12.0
41,36.0,52,0.0,745,74,195.0,Guard,14.326923076923077,2,7.0
102,37.0,24,0.0,215,74,195.0,Guard,8.958333333333334,2,21.5
3,25.0,41,0.0,531,77,210.0,Forward,12.951219512195122,0,0.0
10,24.0,36,0.0,433,72,180.0,Guard,12.027777777777779,0,0.0
42,26.0,58,3.0,1064,79,210.0,Forward,18.344827586206897,0,0.0
40,28.0,41,0.0,468,79,210.0,Forward,11.414634146341463,1,42.0
54,27.0,45,0.0,305,73,185.0,Guard,6.777777777777778,0,0.0
49,30.0,44,1.0,682,80,240.0,Forward,15.5,0,0.0
7,20.0,17,0.0,118,76,204.0,Guard-Forward,6.9411764705882355,0,0.0
15,22.0,60,38.0,1522,76,204.0,Guard-Forward,25.366666666666667,2,3.5
27,23.0,70,6.0,1612,76,204.0,Guard-Forward,23.02857142857143,4,5.5
4,24.0,56,32.0,1297,76,204.0,Guard-Forward,23.160714285714285,8,5.25
12,24.0,55,0.0,682,80,260.0,Forward,12.4,0,0.0
40,25.0,14,1.0,146,80,260.0,Forward,10.428571428571429,1,12.0
39,27.0,23,0.0,281,80,260.0,Forward,12.217391304347826,5,10.4
50,20.0,52,50.0,1780,77,190.0,Guard,34.23076923076923,0,0.0
12,22.0,63,54.0,2025,77,190.0,Guard,32.142857142857146,3,16.666666666666668
22,23.0,55,55.0,1747,77,190.0,Guard,31.763636363636362,4,15.5
7,24.0,35,35.0,1212,77,190.0,Guard,34.628571428571426,4,8.5
36,24.0,19,16.0,258,82,260.0,Center-Forward,13.578947368421053,0,0.0
27,26.0,38,2.0,505,86,260.0,Center,13.289473684210526,0,0.0
35,28.0,27,4.0,324,86,260.0,Center,12.0,1,27.0
3,30.0,7,0.0,17,86,260.0,Center,2.4285714285714284,3,11.666666666666666
10,22.0,69,38.0,2067,83,255.0,Forward-Center,29.956521739130434,0,0.0
10,25.0,71,46.0,1988,83,255.0,Forward-Center,28.0,1,10.0
70,26.0,43,33.0,1251,83,255.0,Forward-Center,29.093023255813954,1,10.0
5,30.0,78,58.0,1689,83,255.0,Forward-Center,21.653846153846153,0,0.0
9,31.0,67,31.0,1035,83,255.0,Forward-Center,15.447761194029852,2,2.5
192,32.0,13,1.0,148,83,255.0,Forward-Center,11.384615384615385,4,3.5
42,33.0,17,2.0,125,83,255.0,Forward-Center,7.352941176470588,13,15.846153846153847
10,25.0,8,0.0,61,77,189.0,Guard,7.625,0,0.0
102,27.0,14,0.0,139,77,189.0,Guard,9.928571428571429,1,10.0
18,26.0,65,61.0,1806,81,200.0,Forward,27.784615384615385,0,0.0
114,27.0,19,0.0,265,81,200.0,Forward,13.947368421052632,1,18.0
108,28.0,14,6.0,111,81,200.0,Forward,7.928571428571429,4,33.0
79,30.0,8,0.0,76,81,200.0,Forward,9.5,4,55.5
39,24.0,1,0.0,2,81,220.0,Forward,2.0,0,0.0
68,25.0,16,0.0,64,81,220.0,Forward,4.0,9,4.333333333333333
3,27.0,79,0.0,1168,81,220.0,Forward,14.784810126582279,20,5.35
62,28.0,46,7.0,691,81,220.0,Forward,15.021739130434783,12,5.916666666666667
33,32.0,12,0.0,79,81,220.0,Forward,6.583333333333333,0,0.0
44,33.0,29,0.0,204,81,220.0,Forward,7.0344827586206895,3,11.0
52,24.0,17,0.0,107,79,220.0,Forward,6.294117647058823,0,0.0
27,19.0,30,0.0,145,74,175.0,Guard,4.833333333333333,0,0.0
3,21.0,80,0.0,1862,74,175.0,Guard,23.275,7,3.857142857142857
14,23.0,64,38.0,1912,74,175.0,Guard,29.875,2,1.5
22,27.0,60,7.0,1445,74,175.0,Guard,24.083333333333332,0,0.0
2,28.0,80,0.0,2016,74,175.0,Guard,25.2,4,5.5
12,29.0,67,35.0,1907,74,175.0,Guard,28.46268656716418,5,4.8
9,32.0,75,1.0,1993,74,175.0,Guard,26.573333333333334,2,6.0
33,34.0,42,3.0,918,74,175.0,Guard,21.857142857142858,2,4.5
23,35.0,56,0.0,799,74,175.0,Guard,14.267857142857142,11,3.8181818181818183
48,23.0,10,0.0,104,79,205.0,Forward,10.4,0,0.0
43,30.0,29,0.0,180,80,175.0,Forward,6.206896551724138,0,0.0
137,30.0,10,6.0,265,81,240.0,Forward-Center,26.5,0,0.0
13,23.0,73,62.0,1866,80,230.0,Forward,25.561643835616437,0,0.0
15,25.0,43,22.0,1009,80,230.0,Forward,23.46511627906977,2,6.5
46,26.0,58,45.0,1326,80,230.0,Forward,22.862068965517242,6,4.666666666666667
6,27.0,9,5.0,196,80,230.0,Forward,21.77777777777778,7,8.714285714285714
54,31.0,61,15.0,1564,80,230.0,Forward,25.639344262295083,0,0.0
163,32.0,4,0.0,61,80,230.0,Forward,15.25,4,13.5
97,22.0,6,0.0,23,84,220.0,Center,3.8333333333333335,0,0.0
45,23.0,29,1.0,225,84,220.0,Center,7.758620689655173,8,12.125
6,24.0,57,6.0,1088,84,220.0,Center,19.087719298245613,12,11.833333333333334
27,25.0,49,3.0,418,84,220.0,Center,8.53061224489796,14,10.571428571428571
26,25.0,61,1.0,1016,77,205.0,Guard,16.65573770491803,0,0.0
15,26.0,54,3.0,811,77,205.0,Guard,15.018518518518519,1,26.0
55,27.0,50,0.0,671,77,205.0,Guard,13.42,2,20.5
17,28.0,36,5.0,602,77,205.0,Guard,16.72222222222222,3,32.0
8,31.0,74,0.0,1556,77,205.0,Guard,21.027027027027028,1,17.0
29,33.0,69,15.0,1507,77,205.0,Guard,21.840579710144926,1,8.0
113,31.0,31,0.0,413,74,175.0,Guard,13.32258064516129,0,0.0
29,22.0,52,52.0,1543,76,220.0,Guard,29.673076923076923,0,0.0
10,23.0,51,51.0,1665,76,220.0,Guard,32.64705882352941,6,4.833333333333333
3,24.0,74,73.0,2272,76,220.0,Guard,30.7027027027027,9,4.333333333333333
291,24.0,15,0.0,73,74,195.0,Guard,4.866666666666666,0,0.0
121,23.0,12,0.0,42,79,200.0,Guard,3.5,0,0.0
66,25.0,2,0.0,8,79,200.0,Guard,4.0,5,24.2
12,31.0,74,74.0,2412,81,241.0,Forward,32.5945945945946,0,0.0
2,36.0,76,76.0,1636,81,241.0,Forward,21.526315789473685,0,0.0
14,20.0,72,72.0,2318,80,230.0,Forward-Guard,32.19444444444444,0,0.0
25,21.0,61,61.0,2047,80,230.0,Forward-Guard,33.557377049180324,5,2.8
9,22.0,66,66.0,2262,80,230.0,Forward-Guard,34.27272727272727,9,4.333333333333333
37,23.0,65,65.0,2301,80,230.0,Forward-Guard,35.4,12,4.0
27,24.0,66,66.0,2391,80,230.0,Forward-Guard,36.22727272727273,14,5.071428571428571
6,23.0,32,5.0,389,82,243.0,Center,12.15625,0,0.0
313,22.0,24,0.0,137,81,225.0,Forward,5.708333333333333,0,0.0
4,26.0,63,19.0,830,81,225.0,Forward,13.174603174603174,0,0.0
60,29.0,37,9.0,570,81,225.0,Forward,15.405405405405405,1,4.0
15,23.0,28,0.0,241,79,245.0,Forward,8.607142857142858,0,0.0
37,24.0,21,1.0,231,79,245.0,Forward,11.0,6,2.5
6,22.0,73,9.0,1463,77,206.0,Guard,20.041095890410958,0,0.0
39,23.0,63,10.0,1437,77,206.0,Guard,22.80952380952381,1,6.0
1,24.0,28,25.0,922,77,206.0,Guard,32.92857142857143,3,15.0
2,25.0,63,17.0,1232,77,206.0,Guard,19.555555555555557,4,11.5
24,26.0,70,13.0,1919,77,206.0,Guard,27.414285714285715,4,10.5
66,27.0,35,11.0,725,77,206.0,Guard,20.714285714285715,6,4.5
114,22.0,20,1.0,326,85,250.0,Center-Forward,16.3,0,0.0
37,23.0,46,18.0,784,85,250.0,Center-Forward,17.043478260869566,2,57.0
9,24.0,36,14.0,559,85,250.0,Center-Forward,15.527777777777779,5,30.2
12,25.0,13,0.0,94,85,250.0,Center-Forward,7.230769230769231,6,26.666666666666668
2,27.0,69,0.0,804,85,250.0,Center-Forward,11.652173913043478,4,5.25
10,26.0,71,58.0,2091,74,175.0,Guard,29.450704225352112,0,0.0
25,27.0,61,5.0,1223,74,175.0,Guard,20.049180327868854,1,10.0
17,28.0,72,50.0,2033,74,175.0,Guard,28.23611111111111,2,17.5
8,30.0,71,66.0,2159,74,175.0,Guard,30.408450704225352,4,10.5
27,33.0,36,12.0,763,74,175.0,Guard,21.194444444444443,1,8.0
1,25.0,11,0.0,118,85,265.0,Center,10.727272727272727,0,0.0
27,26.0,69,6.0,1333,80,235.0,Forward,19.318840579710145,0,0.0
39,27.0,60,60.0,1982,80,235.0,Forward,33.03333333333333,1,27.0
5,28.0,74,31.0,1729,80,235.0,Forward,23.364864864864863,3,22.0
28,29.0,65,34.0,1166,80,235.0,Forward,17.93846153846154,4,17.75
80,30.0,29,0.0,272,80,235.0,Forward,9.379310344827585,6,12.0
10,31.0,54,0.0,484,80,235.0,Forward,8.962962962962964,6,18.833333333333332
17,20.0,61,45.0,1664,81,237.0,Forward,27.278688524590162,0,0.0
6,21.0,78,56.0,2604,81,237.0,Forward,33.38461538461539,1,17.0
45,23.0,63,59.0,2128,81,237.0,Forward,33.77777777777778,2,11.5
22,25.0,70,69.0,2651,81,237.0,Forward,37.871428571428574,4,11.25
8,27.0,54,54.0,2129,81,237.0,Forward,39.425925925925924,1,22.0
9,30.0,72,72.0,2421,81,237.0,Forward,33.625,1,8.0
4,31.0,74,73.0,2394,81,237.0,Forward,32.351351351351354,2,4.5
40,32.0,56,49.0,1486,81,237.0,Forward,26.535714285714285,3,4.333333333333333
132,33.0,1,1.0,13,81,237.0,Forward,13.0,7,7.571428571428571
5,24.0,80,10.0,2211,75,185.0,Guard,27.6375,0,0.0
19,25.0,73,17.0,1379,75,185.0,Guard,18.89041095890411,1,5.0
120,26.0,22,4.0,322,75,185.0,Guard,14.636363636363637,3,8.0
6,27.0,47,10.0,813,75,185.0,Guard,17.29787234042553,9,16.0
16,28.0,36,14.0,586,75,185.0,Guard,16.27777777777778,9,16.11111111111111
38,27.0,41,0.0,432,74,175.0,Guard,10.536585365853659,0,0.0
15,22.0,21,1.0,165,73,195.0,Guard,7.857142857142857,0,0.0
64,23.0,2,0.0,9,73,195.0,Guard,4.5,6,2.5
32,31.0,47,2.0,405,82,230.0,Forward,8.617021276595745,0,0.0
99,32.0,15,2.0,103,82,230.0,Forward,6.866666666666666,6,5.333333333333333
31,33.0,27,0.0,217,82,230.0,Forward,8.037037037037036,12,10.916666666666666
23,19.0,21,0.0,224,83,275.0,Forward,10.666666666666666,0,0.0
42,20.0,16,0.0,120,83,275.0,Forward,7.5,2,11.5
177,21.0,2,0.0,16,83,275.0,Forward,8.0,5,13.0
25,27.0,57,53.0,2029,73,162.0,Guard,35.59649122807018,0,0.0
59,29.0,31,0.0,530,73,162.0,Guard,17.096774193548388,1,25.0
15,32.0,41,0.0,486,73,162.0,Guard,11.853658536585366,1,59.0
50,25.0,4,0.0,27,80,245.0,Forward,6.75,0,0.0
15,23.0,47,14.0,928,73,185.0,Guard,19.74468085106383,0,0.0
35,24.0,44,5.0,537,73,185.0,Guard,12.204545454545455,1,15.0
53,21.0,22,0.0,198,78,205.0,Guard,9.0,0,0.0
51,22.0,25,4.0,319,78,205.0,Guard,12.76,2,26.5
28,23.0,22,0.0,103,78,205.0,Guard,4.681818181818182,8,13.0
2,20.0,66,32.0,1550,76,180.0,Forward,23.484848484848484,0,0.0
2,24.0,75,28.0,1982,76,229.0,Guard,26.426666666666666,0,0.0
69,25.0,48,20.0,1436,76,229.0,Guard,29.916666666666668,1,2.0
37,26.0,64,64.0,1832,76,229.0,Guard,28.625,3,23.666666666666668
26,27.0,54,54.0,1666,76,229.0,Guard,30.85185185185185,7,15.428571428571429
12,28.0,56,56.0,1930,76,229.0,Guard,34.464285714285715,11,12.0
73,29.0,36,36.0,1206,76,229.0,Guard,33.5,13,5.769230769230769
26,30.0,67,0.0,1744,76,229.0,Guard,26.029850746268657,16,6.9375
4,28.0,73,2.0,1248,75,190.0,Guard,17.095890410958905,0,0.0
3,26.0,3,0.0,46,78,220.0,Forward,15.333333333333334,0,0.0
17,22.0,19,0.0,243,77,200.0,Guard,12.789473684210526,0,0.0
116,25.0,15,4.0,126,79,210.0,Guard-Forward,8.4,0,0.0
11,27.0,28,1.0,162,79,210.0,Guard-Forward,5.785714285714286,3,38.666666666666664
76,24.0,12,2.0,161,82,255.0,Forward,13.416666666666666,0,0.0
39,26.0,45,6.0,616,82,255.0,Forward,13.688888888888888,4,19.0
240,27.0,14,0.0,248,82,255.0,Forward,17.714285714285715,5,23.0
12,28.0,54,20.0,701,82,255.0,Forward,12.981481481481481,4,69.75
15,29.0,60,1.0,638,82,255.0,Forward,10.633333333333333,8,36.375
12,30.0,48,12.0,763,82,255.0,Forward,15.895833333333334,11,24.272727272727273
26,31.0,49,3.0,579,82,255.0,Forward,11.816326530612244,11,3.5454545454545454
3,32.0,51,3.0,456,82,255.0,Forward,8.941176470588236,10,5.3
62,33.0,18,0.0,178,82,255.0,Forward,9.88888888888889,7,5.857142857142857
49,20.0,22,1.0,165,76,187.0,Guard,7.5,0,0.0
1,21.0,62,0.0,583,76,187.0,Guard,9.403225806451612,6,8.166666666666666
6,25.0,79,18.0,1976,76,187.0,Guard,25.0126582278481,0,0.0
153,24.0,7,0.0,35,77,230.0,Forward,5.0,0,0.0
40,22.0,15,0.0,155,78,220.0,Guard,10.333333333333334,0,0.0
62,23.0,47,0.0,317,78,220.0,Guard,6.74468085106383,1,40.0
29,23.0,42,0.0,878,75,200.0,Guard,20.904761904761905,0,0.0
11,24.0,76,37.0,2138,75,200.0,Guard,28.13157894736842,1,29.0
12,25.0,77,0.0,1719,75,200.0,Guard,22.324675324675326,2,20.0
8,23.0,53,0.0,429,79,255.0,Forward,8.09433962264151,0,0.0
31,26.0,57,9.0,1219,79,255.0,Forward,21.385964912280702,1,8.0
4,31.0,72,35.0,1119,79,255.0,Forward,15.541666666666666,0,0.0
6,33.0,49,3.0,494,79,255.0,Forward,10.081632653061224,2,2.0
9,34.0,18,0.0,160,79,255.0,Forward,8.88888888888889,3,3.3333333333333335
202,25.0,60,41.0,1604,80,200.0,Guard-Forward,26.733333333333334,0,0.0
46,26.0,62,48.0,1601,80,200.0,Guard-Forward,25.822580645161292,1,202.0
36,29.0,31,7.0,731,80,200.0,Guard-Forward,23.580645161290324,1,46.0
76,24.0,14,1.0,141,81,228.0,Forward,10.071428571428571,0,0.0
85,26.0,3,0.0,10,84,255.0,Center,3.3333333333333335,0,0.0
100,27.0,5,0.0,47,84,255.0,Center,9.4,2,42.5
104,30.0,11,0.0,72,84,255.0,Center,6.545454545454546,2,50.0
138,25.0,4,0.0,20,82,230.0,Forward-Center,5.0,0,0.0
29,21.0,54,15.0,933,77,185.0,Guard,17.27777777777778,0,0.0
6,27.0,4,0.0,25,77,185.0,Guard,6.25,0,0.0
23,25.0,69,5.0,1431,78,205.0,Guard,20.73913043478261,0,0.0
9,26.0,77,38.0,2258,78,205.0,Guard,29.324675324675326,1,23.0
31,28.0,65,56.0,1813,78,205.0,Guard,27.892307692307693,2,16.0
10,29.0,75,36.0,2060,78,205.0,Guard,27.466666666666665,5,8.0
11,30.0,74,23.0,2299,78,205.0,Guard,31.06756756756757,6,6.833333333333333
67,31.0,44,7.0,1181,78,205.0,Guard,26.84090909090909,8,6.5
10,32.0,75,21.0,2150,78,205.0,Guard,28.666666666666668,7,12.571428571428571
7,33.0,80,79.0,2426,78,205.0,Guard,30.325,6,14.666666666666666
52,34.0,34,7.0,792,78,205.0,Guard,23.294117647058822,7,12.0
27,35.0,60,0.0,1393,78,205.0,Guard,23.216666666666665,7,9.857142857142858
20,36.0,68,3.0,1550,78,205.0,Guard,22.794117647058822,9,9.555555555555555
14,37.0,70,0.0,1587,78,205.0,Guard,22.67142857142857,7,14.142857142857142
46,38.0,58,0.0,1134,78,205.0,Guard,19.551724137931036,8,7.625
15,39.0,69,0.0,1291,78,205.0,Guard,18.71014492753623,13,6.153846153846154
7,40.0,65,0.0,1299,78,205.0,Guard,19.984615384615385,19,3.9473684210526314
77,32.0,5,2.0,81,90,200.0,Center,16.2,0,0.0
7,22.0,52,11.0,701,79,199.0,Forward,13.48076923076923,0,0.0
6,24.0,73,2.0,912,77,200.0,Guard,12.493150684931507,0,0.0
40,25.0,10,0.0,73,77,200.0,Guard,7.3,1,6.0
8,25.0,69,69.0,2469,83,255.0,Center,35.78260869565217,0,0.0
2,26.0,81,81.0,2586,83,255.0,Center,31.925925925925927,1,8.0
50,29.0,59,59.0,1970,83,255.0,Center,33.389830508474574,1,2.0
6,33.0,73,73.0,2408,83,255.0,Center,32.986301369863014,0,0.0
64,35.0,44,43.0,1161,83,255.0,Center,26.386363636363637,3,2.0
20,36.0,52,42.0,993,83,255.0,Center,19.096153846153847,5,14.0
80,29.0,22,13.0,596,82,253.0,Forward,27.09090909090909,0,0.0
15,32.0,56,25.0,1025,82,253.0,Forward,18.303571428571427,1,80.0
10,34.0,23,1.0,237,75,200.0,Guard,10.304347826086957,0,0.0
75,24.0,6,0.0,41,83,240.0,Center,6.833333333333333,0,0.0
5,25.0,63,3.0,794,83,240.0,Center,12.603174603174603,4,18.75
3,32.0,75,74.0,2256,83,240.0,Center,30.08,0,0.0
35,22.0,33,0.0,241,77,220.0,Guard,7.303030303030303,0,0.0
40,23.0,42,23.0,882,77,220.0,Guard,21.0,7,5.0
13,24.0,66,1.0,1121,77,220.0,Guard,16.984848484848484,10,7.5
3,25.0,80,69.0,1957,77,220.0,Guard,24.4625,14,6.285714285714286
24,29.0,62,9.0,1388,77,220.0,Guard,22.387096774193548,0,0.0
4,31.0,74,0.0,1778,77,220.0,Guard,24.027027027027028,2,12.0
9,32.0,52,1.0,1209,77,220.0,Guard,23.25,3,9.333333333333334
2,33.0,79,1.0,1815,77,220.0,Guard,22.974683544303797,4,3.25
6,34.0,57,0.0,883,77,220.0,Guard,15.491228070175438,5,3.0
147,24.0,18,1.0,269,74,205.0,Guard,14.944444444444445,0,0.0
12,25.0,45,1.0,503,74,205.0,Guard,11.177777777777777,6,24.5
39,27.0,16,0.0,166,74,205.0,Guard,10.375,7,22.714285714285715
70,28.0,22,0.0,244,74,205.0,Guard,11.090909090909092,10,5.1
86,29.0,3,0.0,22,74,205.0,Guard,7.333333333333333,22,4.954545454545454
11,23.0,63,38.0,1893,83,240.0,Center-Forward,30.047619047619047,0,0.0
37,26.0,59,11.0,1548,83,240.0,Center-Forward,26.23728813559322,1,11.0
2,27.0,63,63.0,2127,83,240.0,Center-Forward,33.76190476190476,2,18.5
171,28.0,29,29.0,1007,83,240.0,Center-Forward,34.724137931034484,3,13.0
81,29.0,29,9.0,616,83,240.0,Center-Forward,21.24137931034483,5,42.0
224,31.0,66,66.0,2015,83,240.0,Center-Forward,30.53030303030303,3,84.0
34,32.0,56,54.0,1857,83,240.0,Center-Forward,33.160714285714285,2,152.5
20,35.0,62,55.0,1925,83,240.0,Center-Forward,31.048387096774192,3,11.333333333333334
15,36.0,51,51.0,1596,83,240.0,Center-Forward,31.294117647058822,3,6.666666666666667
34,37.0,59,51.0,1540,83,240.0,Center-Forward,26.10169491525424,9,3.888888888888889
15,38.0,40,40.0,894,83,240.0,Center-Forward,22.35,10,6.9
64,39.0,24,4.0,250,83,240.0,Center-Forward,10.416666666666666,13,4.923076923076923
7,23.0,12,0.0,128,77,205.0,Guard,10.666666666666666,0,0.0
2,24.0,42,0.0,224,77,226.0,Guard,5.333333333333333,0,0.0
44,29.0,10,0.0,44,82,230.0,Forward,4.4,0,0.0
48,22.0,17,0.0,126,80,218.0,Forward,7.411764705882353,0,0.0
25,28.0,54,21.0,1442,80,218.0,Forward,26.703703703703702,0,0.0
14,29.0,75,53.0,2091,80,218.0,Forward,27.88,6,4.166666666666667
36,30.0,43,43.0,1387,80,218.0,Forward,32.25581395348837,10,3.9
17,31.0,57,29.0,1502,80,218.0,Forward,26.350877192982455,16,4.6875
38,32.0,54,54.0,1564,80,218.0,Forward,28.962962962962962,12,5.583333333333333
31,33.0,65,65.0,1825,80,218.0,Forward,28.076923076923077,12,7.583333333333333
150,24.0,5,0.0,28,72,164.0,Guard,5.6,0,0.0
21,21.0,67,38.0,1808,75,220.0,Guard,26.98507462686567,0,0.0
42,22.0,61,10.0,1667,75,220.0,Guard,27.327868852459016,1,21.0
7,23.0,79,24.0,2399,75,220.0,Guard,30.367088607594937,3,21.0
74,24.0,54,11.0,1614,75,220.0,Guard,29.88888888888889,4,17.5
29,25.0,80,60.0,2200,75,220.0,Guard,27.5,6,20.5
23,26.0,60,40.0,1919,75,220.0,Guard,31.983333333333334,6,18.333333333333332
38,27.0,48,45.0,1581,75,220.0,Guard,32.9375,7,18.0
31,28.0,71,71.0,2296,75,220.0,Guard,32.33802816901409,6,15.0
46,29.0,61,61.0,1957,75,220.0,Guard,32.08196721311475,11,8.363636363636363
13,23.0,9,0.0,51,81,255.0,Forward,5.666666666666667,0,0.0
15,22.0,52,9.0,777,78,220.0,Guard,14.942307692307692,0,0.0
16,23.0,46,8.0,634,78,220.0,Guard,13.782608695652174,2,7.5
87,24.0,9,0.0,75,78,220.0,Guard,8.333333333333334,5,6.2
8,25.0,43,0.0,470,78,220.0,Guard,10.930232558139535,17,6.9411764705882355
122,22.0,19,14.0,230,81,235.0,Center-Forward,12.105263157894736,0,0.0
20,24.0,73,22.0,1807,74,190.0,Guard,24.753424657534246,0,0.0
7,25.0,70,28.0,1579,74,190.0,Guard,22.557142857142857,1,20.0
2,26.0,64,64.0,1825,74,190.0,Guard,28.515625,2,13.5
7,27.0,77,77.0,2068,74,190.0,Guard,26.857142857142858,3,9.666666666666666
4,28.0,73,73.0,2178,74,190.0,Guard,29.835616438356166,3,5.333333333333333
3,30.0,6,0.0,120,74,190.0,Guard,20.0,3,3.6666666666666665
13,32.0,66,10.0,1421,74,190.0,Guard,21.53030303030303,3,1.0
76,32.0,45,16.0,1385,77,225.0,Guard-Forward,30.77777777777778,0,0.0
26,37.0,68,67.0,1506,77,225.0,Guard-Forward,22.147058823529413,0,0.0
7,24.0,58,24.0,1206,80,220.0,Forward-Guard,20.79310344827586,0,0.0
12,25.0,53,4.0,871,80,220.0,Forward-Guard,16.433962264150942,2,3.5
57,25.0,45,0.0,356,85,260.0,Center,7.911111111111111,0,0.0
4,26.0,28,0.0,213,85,260.0,Center,7.607142857142857,2,28.5
7,24.0,64,2.0,269,77,210.0,Guard,4.203125,0,0.0
2,25.0,53,3.0,269,77,210.0,Guard,5.0754716981132075,2,3.5
30,25.0,64,50.0,1098,84,250.0,Center-Forward,17.15625,0,0.0
7,33.0,20,0.0,207,84,250.0,Center-Forward,10.35,0,0.0
28,28.0,36,0.0,249,82,265.0,Center,6.916666666666667,0,0.0
13,31.0,71,9.0,1587,81,250.0,Forward,22.35211267605634,0,0.0
62,32.0,41,18.0,1016,81,250.0,Forward,24.78048780487805,1,13.0
25,36.0,18,1.0,101,81,250.0,Forward,5.611111111111111,0,0.0
53,37.0,30,3.0,202,81,250.0,Forward,6.733333333333333,2,12.5
68,38.0,11,0.0,77,81,250.0,Forward,7.0,3,26.0
75,23.0,29,1.0,300,81,220.0,Forward,10.344827586206897,0,0.0
85,27.0,23,0.0,287,76,185.0,Guard,12.478260869565217,0,0.0
27,26.0,59,5.0,650,81,255.0,Forward,11.016949152542374,0,0.0
29,27.0,54,22.0,781,81,255.0,Forward,14.462962962962964,1,27.0
46,29.0,41,14.0,601,81,255.0,Forward,14.658536585365853,2,28.0
2,30.0,62,7.0,676,81,255.0,Forward,10.903225806451612,2,37.5
37,31.0,56,0.0,473,81,255.0,Forward,8.446428571428571,2,24.0
61,32.0,20,6.0,151,81,255.0,Forward,7.55,5,17.0
49,33.0,19,1.0,116,81,255.0,Forward,6.105263157894737,10,10.0
81,25.0,28,0.0,193,82,235.0,Center-Forward,6.892857142857143,0,0.0
75,26.0,4,0.0,26,82,235.0,Center-Forward,6.5,1,81.0
11,28.0,63,45.0,942,82,235.0,Center-Forward,14.952380952380953,2,78.0
17,29.0,45,12.0,425,82,235.0,Center-Forward,9.444444444444445,2,43.0
158,31.0,4,0.0,20,82,235.0,Center-Forward,5.0,2,14.0
95,32.0,9,0.0,27,82,235.0,Center-Forward,3.0,3,58.333333333333336
49,31.0,48,34.0,1375,72,180.0,Guard,28.645833333333332,0,0.0
138,32.0,7,1.0,127,72,180.0,Guard,18.142857142857142,1,49.0
20,33.0,70,48.0,1873,72,180.0,Guard,26.757142857142856,3,62.333333333333336
21,34.0,63,33.0,1430,72,180.0,Guard,22.6984126984127,4,51.75
177,27.0,8,0.0,39,80,235.0,Forward,4.875,0,0.0
32,27.0,51,8.0,847,82,220.0,Forward,16.607843137254903,0,0.0
9,21.0,43,17.0,828,85,240.0,Center,19.25581395348837,0,0.0
49,23.0,47,29.0,781,75,190.0,Guard,16.617021276595743,0,0.0
12,26.0,4,0.0,31,75,190.0,Guard,7.75,4,12.25
147,20.0,14,0.0,253,76,209.0,Guard,18.071428571428573,0,0.0
2,22.0,72,60.0,1996,76,209.0,Guard,27.72222222222222,1,147.0
138,24.0,18,3.0,360,76,209.0,Guard,20.0,1,2.0
42,25.0,60,60.0,1778,76,209.0,Guard,29.633333333333333,5,28.0
12,26.0,37,24.0,917,81,245.0,Forward,24.783783783783782,0,0.0
4,27.0,76,76.0,2374,81,245.0,Forward,31.236842105263158,6,2.0
14,28.0,73,73.0,1968,81,245.0,Forward,26.958904109589042,9,1.7777777777777777
